"","municipality_code","accident_severity_category_fr","tot_accident_municipality","tot_accident_severity_category"
"1359",2829,"accident avec tués",23,1
"1360",2829,"accident avec blessés graves",23,2
"1361",2829,"accident avec blessés légers",23,20
"1362",2831,"accident avec blessés graves",32,4
"1363",2831,"accident avec blessés légers",32,28
"1364",2832,"accident avec blessés graves",2,1
"1365",2832,"accident avec blessés légers",2,1
"1366",2833,"accident avec blessés légers",2,2
"1367",2834,"accident avec blessés légers",1,1
"1368",2842,"accident avec blessés légers",1,1
"1369",2843,"accident avec blessés légers",1,1
"1370",2844,"accident avec blessés graves",1,1
"1371",2845,"accident avec blessés légers",1,1
"1372",2846,"accident avec blessés graves",6,3
"1373",2846,"accident avec blessés légers",6,3
"1374",2849,"accident avec blessés légers",4,4
"1375",2852,"accident avec blessés légers",1,1
"1376",2854,"accident avec blessés légers",1,1
"1377",2856,"accident avec blessés légers",1,1
"1378",2857,"accident avec blessés légers",1,1
"1379",2861,"accident avec blessés graves",9,4
"1380",2861,"accident avec blessés légers",9,5
"1381",2862,"accident avec blessés légers",1,1
"1382",2863,"accident avec blessés légers",2,2
"1383",2864,"accident avec blessés légers",1,1
"1384",2867,"accident avec blessés légers",1,1
"1385",2869,"accident avec blessés légers",2,2
"1386",2883,"accident avec blessés graves",1,1
"1387",2884,"accident avec blessés légers",1,1
"1388",2885,"accident avec blessés légers",3,3
"1389",2886,"accident avec tués",3,1
"1390",2886,"accident avec blessés légers",3,2
"1391",2888,"accident avec blessés légers",1,1
"1392",2889,"accident avec blessés légers",1,1
"1393",2890,"accident avec blessés légers",1,1
"1394",2891,"accident avec blessés légers",2,2
"1395",2892,"accident avec blessés graves",3,1
"1396",2892,"accident avec blessés légers",3,2
"1397",2893,"accident avec blessés légers",3,3
"1398",2901,"accident avec blessés légers",1,1
"1399",2903,"accident avec blessés légers",2,2
"1400",2904,"accident avec blessés graves",8,6
"1401",2904,"accident avec blessés légers",8,2
"1402",2914,"accident avec blessés légers",1,1
"1403",2915,"accident avec blessés légers",2,2
"1404",2917,"accident avec blessés graves",6,1
"1405",2917,"accident avec blessés légers",6,5
"1406",2919,"accident avec blessés légers",2,2
"1407",2920,"accident avec blessés graves",16,4
"1408",2920,"accident avec blessés légers",16,12
"1409",2932,"accident avec blessés graves",9,1
"1410",2932,"accident avec blessés légers",9,8
"1411",2933,"accident avec blessés graves",2,2
"1412",2936,"accident avec blessés graves",4,1
"1413",2936,"accident avec blessés légers",4,3
"1414",2937,"accident avec blessés graves",27,5
"1415",2937,"accident avec blessés légers",27,22
"1416",2938,"accident avec blessés graves",2,1
"1417",2938,"accident avec blessés légers",2,1
"1418",2939,"accident avec blessés graves",96,23
"1419",2939,"accident avec blessés légers",96,73
"1420",2953,"accident avec blessés légers",2,2
"1421",2961,"accident avec blessés légers",1,1
"1422",2962,"accident avec blessés graves",6,2
"1423",2962,"accident avec blessés légers",6,4
"1424",2963,"accident avec blessés graves",5,1
"1425",2963,"accident avec blessés légers",5,4
"1426",2964,"accident avec blessés légers",6,6
"1427",2971,"accident avec tués",6,1
"1428",2971,"accident avec blessés légers",6,5
"1429",2972,"accident avec blessés graves",1,1
"1430",2973,"accident avec blessés légers",1,1
"1431",2974,"accident avec blessés graves",3,1
"1432",2974,"accident avec blessés légers",3,2
"1433",3001,"accident avec blessés graves",30,5
"1434",3001,"accident avec blessés légers",30,25
"1435",3002,"accident avec blessés graves",9,4
"1436",3002,"accident avec blessés légers",9,5
"1437",3003,"accident avec blessés légers",1,1
"1438",3004,"accident avec blessés graves",5,3
"1439",3004,"accident avec blessés légers",5,2
"1440",3005,"accident avec blessés légers",1,1
"1441",3006,"accident avec blessés graves",9,4
"1442",3006,"accident avec blessés légers",9,5
"1443",3007,"accident avec blessés légers",3,3
"1444",3021,"accident avec blessés graves",4,1
"1445",3021,"accident avec blessés légers",4,3
"1446",3022,"accident avec tués",4,1
"1447",3022,"accident avec blessés graves",4,1
"1448",3022,"accident avec blessés légers",4,2
"1449",3023,"accident avec blessés graves",10,1
"1450",3023,"accident avec blessés légers",10,9
"1451",3024,"accident avec blessés graves",13,1
"1452",3024,"accident avec blessés légers",13,12
"1453",3025,"accident avec blessés graves",7,1
"1454",3025,"accident avec blessés légers",7,6
"1455",3031,"accident avec blessés légers",2,2
"1456",3032,"accident avec blessés légers",9,9
"1457",3033,"accident avec blessés légers",1,1
"1458",3034,"accident avec blessés graves",1,1
"1459",3035,"accident avec blessés graves",4,1
"1460",3035,"accident avec blessés légers",4,3
"1461",3036,"accident avec blessés graves",6,4
"1462",3036,"accident avec blessés légers",6,2
"1463",3037,"accident avec blessés légers",2,2
"1464",3038,"accident avec blessés légers",2,2
"1465",3101,"accident avec blessés graves",9,1
"1466",3101,"accident avec blessés légers",9,8
"1467",3102,"accident avec blessés graves",1,1
"1468",3104,"accident avec blessés graves",2,1
"1469",3104,"accident avec blessés légers",2,1
"1470",3111,"accident avec blessés graves",3,1
"1471",3111,"accident avec blessés légers",3,2
"1472",3112,"accident avec blessés graves",7,3
"1473",3112,"accident avec blessés légers",7,4
"1474",3201,"accident avec blessés graves",1,1
"1475",3202,"accident avec blessés graves",5,4
"1476",3202,"accident avec blessés légers",5,1
"1477",3203,"accident avec tués",189,2
"1478",3203,"accident avec blessés graves",189,44
"1479",3203,"accident avec blessés légers",189,143
"1480",3204,"accident avec blessés graves",10,2
"1481",3204,"accident avec blessés légers",10,8
"1482",3212,"accident avec blessés graves",6,2
"1483",3212,"accident avec blessés légers",6,4
"1484",3213,"accident avec blessés graves",14,2
"1485",3213,"accident avec blessés légers",14,12
"1486",3214,"accident avec blessés graves",10,3
"1487",3214,"accident avec blessés légers",10,7
"1488",3215,"accident avec blessés graves",16,5
"1489",3215,"accident avec blessés légers",16,11
"1490",3216,"accident avec blessés graves",9,1
"1491",3216,"accident avec blessés légers",9,8
"1492",3217,"accident avec blessés graves",3,1
"1493",3217,"accident avec blessés légers",3,2
"1494",3218,"accident avec blessés graves",2,1
"1495",3218,"accident avec blessés légers",2,1
"1496",3219,"accident avec blessés graves",3,3
"1497",3231,"accident avec blessés graves",13,1
"1498",3231,"accident avec blessés légers",13,12
"1499",3232,"accident avec blessés graves",8,3
"1500",3232,"accident avec blessés légers",8,5
"1501",3233,"accident avec blessés graves",3,1
"1502",3233,"accident avec blessés légers",3,2
"1503",3234,"accident avec tués",4,1
"1504",3234,"accident avec blessés graves",4,1
"1505",3234,"accident avec blessés légers",4,2
"1506",3235,"accident avec blessés graves",4,2
"1507",3235,"accident avec blessés légers",4,2
"1508",3236,"accident avec blessés graves",10,2
"1509",3236,"accident avec blessés légers",10,8
"1510",3237,"accident avec blessés graves",15,4
"1511",3237,"accident avec blessés légers",15,11
"1512",3238,"accident avec blessés graves",9,1
"1513",3238,"accident avec blessés légers",9,8
"1514",3251,"accident avec blessés graves",18,5
"1515",3251,"accident avec blessés légers",18,13
"1516",3252,"accident avec blessés légers",2,2
"1517",3253,"accident avec blessés graves",4,1
"1518",3253,"accident avec blessés légers",4,3
"1519",3254,"accident avec blessés graves",15,2
"1520",3254,"accident avec blessés légers",15,13
"1521",3255,"accident avec tués",6,1
"1522",3255,"accident avec blessés graves",6,3
"1523",3255,"accident avec blessés légers",6,2
"1524",3256,"accident avec blessés graves",4,3
"1525",3256,"accident avec blessés légers",4,1
"1526",3271,"accident avec blessés graves",33,7
"1527",3271,"accident avec blessés légers",33,26
"1528",3272,"accident avec blessés graves",6,2
"1529",3272,"accident avec blessés légers",6,4
"1530",3273,"accident avec tués",10,1
"1531",3273,"accident avec blessés graves",10,2
"1532",3273,"accident avec blessés légers",10,7
"1533",3274,"accident avec blessés graves",15,2
"1534",3274,"accident avec blessés légers",15,13
"1535",3275,"accident avec blessés graves",4,1
"1536",3275,"accident avec blessés légers",4,3
"1537",3276,"accident avec blessés graves",9,1
"1538",3276,"accident avec blessés légers",9,8
"1539",3291,"accident avec blessés graves",11,3
"1540",3291,"accident avec blessés légers",11,8
"1541",3292,"accident avec blessés graves",8,1
"1542",3292,"accident avec blessés légers",8,7
"1543",3293,"accident avec blessés graves",21,2
"1544",3293,"accident avec blessés légers",21,19
"1545",3294,"accident avec blessés graves",5,4
"1546",3294,"accident avec blessés légers",5,1
"1547",3295,"accident avec tués",6,1
"1548",3295,"accident avec blessés légers",6,5
"1549",3296,"accident avec blessés graves",8,1
"1550",3296,"accident avec blessés légers",8,7
"1551",3297,"accident avec tués",7,1
"1552",3297,"accident avec blessés graves",7,2
"1553",3297,"accident avec blessés légers",7,4
"1554",3298,"accident avec blessés graves",5,2
"1555",3298,"accident avec blessés légers",5,3
"1556",3311,"accident avec blessés graves",8,2
"1557",3311,"accident avec blessés légers",8,6
"1558",3312,"accident avec blessés graves",8,1
"1559",3312,"accident avec blessés légers",8,7
"1560",3313,"accident avec blessés graves",7,4
"1561",3313,"accident avec blessés légers",7,3
"1562",3315,"accident avec tués",11,1
"1563",3315,"accident avec blessés graves",11,3
"1564",3315,"accident avec blessés légers",11,7
"1565",3316,"accident avec blessés graves",2,2
"1566",3338,"accident avec blessés graves",5,1
"1567",3338,"accident avec blessés légers",5,4
"1568",3339,"accident avec tués",11,1
"1569",3339,"accident avec blessés graves",11,3
"1570",3339,"accident avec blessés légers",11,7
"1571",3340,"accident avec tués",62,1
"1572",3340,"accident avec blessés graves",62,6
"1573",3340,"accident avec blessés légers",62,55
"1574",3341,"accident avec tués",11,1
"1575",3341,"accident avec blessés graves",11,3
"1576",3341,"accident avec blessés légers",11,7
"1577",3342,"accident avec tués",16,1
"1578",3342,"accident avec blessés graves",16,1
"1579",3342,"accident avec blessés légers",16,14
"1580",3352,"accident avec blessés graves",2,1
"1581",3352,"accident avec blessés légers",2,1
"1582",3359,"accident avec blessés graves",4,2
"1583",3359,"accident avec blessés légers",4,2
"1584",3360,"accident avec blessés graves",6,3
"1585",3360,"accident avec blessés légers",6,3
"1586",3374,"accident avec blessés graves",4,1
"1587",3374,"accident avec blessés légers",4,3
"1588",3379,"accident avec tués",17,3
"1589",3379,"accident avec blessés graves",17,3
"1590",3379,"accident avec blessés légers",17,11
"1591",3392,"accident avec tués",26,1
"1592",3392,"accident avec blessés graves",26,7
"1593",3392,"accident avec blessés légers",26,18
"1594",3393,"accident avec blessés graves",4,1
"1595",3393,"accident avec blessés légers",4,3
"1596",3394,"accident avec blessés graves",17,5
"1597",3394,"accident avec blessés légers",17,12
"1598",3395,"accident avec tués",11,1
"1599",3395,"accident avec blessés graves",11,7
"1600",3395,"accident avec blessés légers",11,3
"1601",3396,"accident avec blessés graves",9,3
"1602",3396,"accident avec blessés légers",9,6
"1603",3401,"accident avec blessés graves",4,1
"1604",3401,"accident avec blessés légers",4,3
"1605",3402,"accident avec blessés graves",8,2
"1606",3402,"accident avec blessés légers",8,6
"1607",3405,"accident avec blessés légers",3,3
"1608",3407,"accident avec blessés graves",10,2
"1609",3407,"accident avec blessés légers",10,8
"1610",3408,"accident avec blessés graves",22,7
"1611",3408,"accident avec blessés légers",22,15
"1612",3422,"accident avec blessés légers",3,3
"1613",3423,"accident avec blessés légers",4,4
"1614",3424,"accident avec blessés graves",22,6
"1615",3424,"accident avec blessés légers",22,16
"1616",3426,"accident avec blessés graves",10,1
"1617",3426,"accident avec blessés légers",10,9
"1618",3427,"accident avec blessés graves",37,8
"1619",3427,"accident avec blessés légers",37,29
"1620",3441,"accident avec blessés graves",2,1
"1621",3441,"accident avec blessés légers",2,1
"1622",3442,"accident avec blessés graves",5,1
"1623",3442,"accident avec blessés légers",5,4
"1624",3443,"accident avec blessés graves",55,14
"1625",3443,"accident avec blessés légers",55,41
"1626",3444,"accident avec blessés graves",7,3
"1627",3444,"accident avec blessés légers",7,4
"1628",3506,"accident avec blessés légers",2,2
"1629",3542,"accident avec blessés légers",6,6
"1630",3543,"accident avec tués",11,1
"1631",3543,"accident avec blessés graves",11,1
"1632",3543,"accident avec blessés légers",11,9
"1633",3544,"accident avec blessés légers",2,2
"1634",3551,"accident avec blessés légers",5,5
"1635",3561,"accident avec blessés graves",10,4
"1636",3561,"accident avec blessés légers",10,6
"1637",3575,"accident avec blessés graves",3,1
"1638",3575,"accident avec blessés légers",3,2
"1639",3582,"accident avec tués",2,1
"1640",3582,"accident avec blessés légers",2,1
"1641",3603,"accident avec blessés graves",1,1
"1642",3618,"accident avec blessés graves",2,1
"1643",3618,"accident avec blessés légers",2,1
"1644",3619,"accident avec tués",10,2
"1645",3619,"accident avec blessés graves",10,4
"1646",3619,"accident avec blessés légers",10,4
"1647",3637,"accident avec blessés graves",3,1
"1648",3637,"accident avec blessés légers",3,2
"1649",3638,"accident avec blessés légers",2,2
"1650",3640,"accident avec blessés légers",2,2
"1651",3661,"accident avec blessés graves",6,3
"1652",3661,"accident avec blessés légers",6,3
"1653",3663,"accident avec blessés légers",2,2
"1654",3668,"accident avec blessés graves",9,2
"1655",3668,"accident avec blessés légers",9,7
"1656",3672,"accident avec blessés légers",2,2
"1657",3673,"accident avec blessés légers",2,2
"1658",3695,"accident avec tués",5,2
"1659",3695,"accident avec blessés graves",5,1
"1660",3695,"accident avec blessés légers",5,2
"1661",3701,"accident avec tués",3,1
"1662",3701,"accident avec blessés graves",3,1
"1663",3701,"accident avec blessés légers",3,1
"1664",3712,"accident avec blessés graves",1,1
"1665",3714,"accident avec blessés graves",2,1
"1666",3714,"accident avec blessés légers",2,1
"1667",3715,"accident avec blessés légers",3,3
"1668",3721,"accident avec blessés graves",4,2
"1669",3721,"accident avec blessés légers",4,2
"1670",3722,"accident avec blessés graves",17,2
"1671",3722,"accident avec blessés légers",17,15
"1672",3723,"accident avec blessés graves",5,3
"1673",3723,"accident avec blessés légers",5,2
"1674",3731,"accident avec blessés graves",1,1
"1675",3732,"accident avec blessés légers",3,3
"1676",3733,"accident avec blessés légers",2,2
"1677",3734,"accident avec blessés graves",3,1
"1678",3734,"accident avec blessés légers",3,2
"1679",3746,"accident avec blessés graves",17,7
"1680",3746,"accident avec blessés légers",17,10
"1681",3752,"accident avec blessés graves",3,1
"1682",3752,"accident avec blessés légers",3,2
"1683",3762,"accident avec blessés graves",12,3
"1684",3762,"accident avec blessés légers",12,9
"1685",3764,"accident avec blessés graves",2,1
"1686",3764,"accident avec blessés légers",2,1
"1687",3782,"accident avec blessés légers",1,1
"1688",3784,"accident avec blessés graves",10,2
"1689",3784,"accident avec blessés légers",10,8
"1690",3785,"accident avec blessés légers",1,1
"1691",3786,"accident avec blessés légers",1,1
"1692",3787,"accident avec blessés légers",11,11
"1693",3788,"accident avec blessés graves",1,1
"1694",3789,"accident avec blessés graves",9,1
"1695",3789,"accident avec blessés légers",9,8
"1696",3790,"accident avec blessés légers",7,7
"1697",3792,"accident avec blessés graves",10,5
"1698",3792,"accident avec blessés légers",10,5
"1699",3821,"accident avec blessés graves",5,1
"1700",3821,"accident avec blessés légers",5,4
"1701",3822,"accident avec blessés graves",4,1
"1702",3822,"accident avec blessés légers",4,3
"1703",3823,"accident avec blessés légers",2,2
"1704",3832,"accident avec blessés légers",1,1
"1705",3835,"accident avec blessés légers",2,2
"1706",3847,"accident avec blessés graves",9,3
"1707",3847,"accident avec blessés légers",9,6
"1708",3851,"accident avec blessés graves",23,4
"1709",3851,"accident avec blessés légers",23,19
"1710",3861,"accident avec blessés légers",5,5
"1711",3862,"accident avec blessés légers",1,1
"1712",3863,"accident avec blessés graves",2,1
"1713",3863,"accident avec blessés légers",2,1
"1714",3871,"accident avec blessés graves",8,2
"1715",3871,"accident avec blessés légers",8,6
"1716",3881,"accident avec blessés légers",1,1
"1717",3882,"accident avec blessés graves",2,1
"1718",3882,"accident avec blessés légers",2,1
"1719",3891,"accident avec blessés graves",6,1
"1720",3891,"accident avec blessés légers",6,5
"1721",3901,"accident avec blessés graves",86,10
"1722",3901,"accident avec blessés légers",86,76
"1723",3911,"accident avec blessés légers",4,4
"1724",3921,"accident avec blessés graves",2,1
"1725",3921,"accident avec blessés légers",2,1
"1726",3945,"accident avec blessés graves",8,1
"1727",3945,"accident avec blessés légers",8,7
"1728",3947,"accident avec blessés légers",12,12
"1729",3951,"accident avec blessés graves",4,1
"1730",3951,"accident avec blessés légers",4,3
"1731",3953,"accident avec blessés graves",15,2
"1732",3953,"accident avec blessés légers",15,13
"1733",3954,"accident avec blessés graves",2,1
"1734",3954,"accident avec blessés légers",2,1
"1735",3955,"accident avec blessés légers",7,7
"1736",3961,"accident avec blessés graves",3,1
"1737",3961,"accident avec blessés légers",3,2
"1738",3962,"accident avec tués",4,1
"1739",3962,"accident avec blessés graves",4,1
"1740",3962,"accident avec blessés légers",4,2
"1741",3972,"accident avec blessés graves",3,1
"1742",3972,"accident avec blessés légers",3,2
"1743",3981,"accident avec blessés graves",5,2
"1744",3981,"accident avec blessés légers",5,3
"1745",3982,"accident avec blessés légers",7,7
"1746",3983,"accident avec blessés graves",3,1
"1747",3983,"accident avec blessés légers",3,2
"1748",3985,"accident avec blessés graves",2,1
"1749",3985,"accident avec blessés légers",2,1
"1750",3986,"accident avec blessés graves",2,1
"1751",3986,"accident avec blessés légers",2,1
"1752",3987,"accident avec blessés légers",3,3
"1753",3988,"accident avec blessés légers",1,1
"1754",4001,"accident avec blessés graves",45,12
"1755",4001,"accident avec blessés légers",45,33
"1756",4002,"accident avec blessés graves",2,2
"1757",4003,"accident avec blessés légers",8,8
"1758",4004,"accident avec blessés graves",6,3
"1759",4004,"accident avec blessés légers",6,3
"1760",4005,"accident avec tués",14,2
"1761",4005,"accident avec blessés graves",14,3
"1762",4005,"accident avec blessés légers",14,9
"1763",4006,"accident avec tués",7,1
"1764",4006,"accident avec blessés graves",7,3
"1765",4006,"accident avec blessés légers",7,3
"1766",4007,"accident avec blessés légers",2,2
"1767",4008,"accident avec blessés graves",6,3
"1768",4008,"accident avec blessés légers",6,3
"1769",4009,"accident avec blessés légers",2,2
"1770",4010,"accident avec blessés graves",11,1
"1771",4010,"accident avec blessés légers",11,10
"1772",4012,"accident avec tués",28,1
"1773",4012,"accident avec blessés graves",28,8
"1774",4012,"accident avec blessés légers",28,19
"1775",4013,"accident avec blessés graves",2,1
